id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id,zip,title,function,country_id/id,company_id,parent_id/id,type,email,is_company,website,lang,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,notify_email,property_payment_term_id/id,property_supplier_payment_term_id/id,property_product_pricelist/id,property_account_receivable_id,property_account_payable_id,property_account_position_id,property_delivery_carrier_id/id,property_stock_supplier/id,category_id/id,name2,eev_member,eev_number,eev_alarm,region_id/id,pobox_nr,pobox_zip,pobox_city,companytype,headquarter_id/id,mailing_email,mailing,department,lastname,firstname,partner_invoicing_id/id,influence,partner_state,property_purchase_currency_id,comment
partner_10367,warning,"
Nur Lieferadresse, Rechnung mit Kunde Nr. 133692 verrechnen!\lang1031\f1




",FALSE,Dreikönigsstrasse 18,true,Zürich,dla,8022,,,base.ch,Swisslux AG,,contact,info@ekz.ch,TRUE,,de_DE,,,+41 58 3595111,10367,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn10d2s,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,"scenario.partner_category_10,scenario.partner_category_21,scenario.partner_category_6",,FALSE,,FALSE,scenario.region_-2144060003,2254,8022,,,,,1,,Elektrizitätswerke des Kt. Zürich,,,,,CHF,
partner_10425,warning,"{\rtf1\deff0\nouicompat\splytwnine\htmautsp\plain\ql\f1\fs17\cf1\plain\ql\f1\fs17\cf1\plain\ql{\field{\*\fldinAchtung: bei Gutschriften jeweils Skonto-Abzug manuell vornehmen !!!



",FALSE,Heinrichstrasse 200,true,Zürich,dla,8005,,,base.ch,Swisslux AG,,contact,em-zh@elektro-material.ch,TRUE,www.elektro-material.ch,de_DE,+41 44 278 12 91,,+41 44 278 11 11,10425,true,Europe/Zurich,true,300000,+41 44 2781241,false,always,scenario.accountpaymentterm_60dn30d3s,scenario.accountpaymentterm_60dn30d2s,scenario.productpricelist_all_gh_eldas,1100,2000,,scenario.carrier_post_pri200,stock.stock_location_suppliers,"scenario.partner_category_22,scenario.partner_category_5",,FALSE,,FALSE,scenario.region_-2144060003,,8031,,,,1,0,,Elektro-Material AG,,,,,CHF,
partner_10454,no-message,,FALSE,Luppmenstrasse 1,true,Fehraltorf,ddj,8320,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 956 12 22,,+41 44 956 12 12,10454,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_13,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,,0,,Electrosuisse SEV,,,,,CHF,
partner_11439,no-message,,FALSE,Sandbüelstr. 2,true,Volketswil,ddj,8604,,,base.ch,Swisslux AG,,contact,info@awag.ch,TRUE,,de_DE,+41 44 9081999,,+41 44 9081919,11439,true,Europe/Zurich,false,0,,false,always,,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,1,0,,AWAG Elektrotechnik AG,,,,,CHF,
partner_11653,warning,"Achtung: Lieferungen grunds\'e4tzlich OHNE OBJEKTRABATT da halbj\'e4hrliche/j\'e4hrliche Abrechnung (siehe auch Kontrolliste R\'fcckverg\'fctungen unter S:\\Innendienst\\_Transfer Aussendienst\\Verkauf)


Lieferschein von Reparaturen faxen 044 276 76 39
Bei \f1 allf\'e4lligen\f0  Offert-Anfragen von OF handelt es sich \f1 in jedem Falle \f0 um Anfragen f\f1\'fcr einen Spezial-Objekt-Rabatt, wof\'fcr eine Offerte immer zwingend ist. Vor Versenden der Offerte an OF, ist deshalb der Offerten-Entwurf mit normalen Objekt-Konditionen dem zust\'e4ndigen AD oder SKU zur Entscheidung betreffend Sonderkonditionen vorzulegen. Erst nach entsprechendem Entscheid des AD darf die angepasste Offerte an OF zugestellt werden.\cf0\f2\fs18
\f3\fs17
Achtung: bei Gutschriften jeweils Skonto-Abzug manuell vornehmen !!!



",FALSE,Aargauerstrasse 2,true,Zürich-Mülligen,dla,8048,,,base.ch,Swisslux AG,,contact,info@ottofischer.ch,TRUE,www.ottofischer.ch,de_DE,+41 44 276 76 39,,+41 44 276 76 76,11653,true,Europe/Zurich,true,300000,,false,always,scenario.accountpaymentterm_60dn30d3s,scenario.accountpaymentterm_60dn30d2s,scenario.productpricelist_all_gh_eldas,1100,2000,,scenario.carrier_post_pri200,stock.stock_location_suppliers,"scenario.partner_category_24,scenario.partner_category_32,scenario.partner_category_5",,FALSE,,FALSE,scenario.region_-2144060003,,8010,,headquarter,,,0,,Otto Fischer AG,,,,,CHF,
partner_12743,no-message,,FALSE,Rudolf Diesel-Strasse 12,true,Winterthur,ddj,8404,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 52 2353333,12743,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,scenario.region_-2144059995,,,,,,,0,,Hasler + Co AG,,,,,CHF,
partner_12851,no-message,,FALSE,Werkstrasse 7,true,Grüningen,ddj,8627,,,base.ch,Swisslux AG,,contact,elektro@kunzag.ch,TRUE,,de_DE,+41 44 9354030,,+41 44 9352442,12851,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_eev,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8627,FALSE,scenario.region_-2144060038,,,,,,1,1,,Edwin Kunz AG,,,,,CHF,
partner_13025,warning,{\rtf1\deff0\nouicompat\splytwnine\htmautsp\plain\ql{\field{\fldrslt{\lang2055\langfe2055\u,FALSE,Bernstrasse 89,true,Dietikon 2,ddj,8953,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 44 743 43 43,13025,true,Europe/Zurich,true,3000,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,scenario.region_-2144060021,,8953,,,,,0,,Confiserie Sprüngli AG,,,,,CHF,
partner_131051,no-message,,FALSE,Fabrikstr. 8,true,Derendingen,mle,4552,,,base.ch,Swisslux AG,,contact,info@bks.ch,TRUE,http://www.bks.ch,de_DE,+41 32 6815459,,+41 32 6815454,131051,true,Europe/Zurich,false,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060005,,,,,,,0,,BKS Kabel-Service AG,,,,,CHF,
partner_131054,no-message,,FALSE,Berufsschulstrasse 1,true,Uster,ddj,8610,,,base.ch,Swisslux AG,,contact,wb@bzu.ch,TRUE,,de_DE,,,+41 44 9436422,131054,true,Europe/Zurich,false,0,,false,always,scenario.accountpaymentterm_30dn,scenario.accountpaymentterm_30dn,,1100,2000,,scenario.carrier_post_pri,stock.stock_location_suppliers,,,FALSE,,FALSE,scenario.region_-2144060038,,,,,,,0,,Bildungszentrum Uster,,,,,CHF,
